page,locale,page_type,in_sitemap,http_status,gsc_coverage_state,position_bucket_28d,dominant_topic_28d,dominant_intent_28d,dominant_query_language_28d,language_mismatch_flag,unique_queries_28d,queries_with_clicks_28d,top_queries_28d,current_clicks,current_impressions,current_ctr,current_position,previous_clicks,previous_impressions,previous_ctr,previous_position,clicks_change,clicks_change_pct,impressions_change,impressions_change_pct,ctr_change,position_change,position_direction,status,clicks_90d,impressions_90d,ctr_90d,position_90d,clicks_prev90,impressions_prev90,clicks_all,impressions_all,position_all,clicks_7d,impressions_7d,position_7d,top_query_by_impressions,top_query_impressions,top_query_position,final_url,redirected,noindex,canonical,canonical_self,html_lang,title,title_len,description,description_len,h1,h1_count,h2_count,word_count,internal_link_count,inbound_internal_links,img_count,img_missing_alt,jsonld_types,jsonld_has_faq,jsonld_has_breadcrumb,jsonld_has_org,jsonld_has_service,jsonld_has_article,faq_heading,sitemap_lastmod,telegram_links,gsc_last_crawl,gsc_canonical_matches,gsc_in_sitemap
https://gptbot.uz/ru/gde-polzovatsya-gpt-besplatno/,ru,landing,True,200.0,,4-10,chatgpt_online,transactional,ru,False,1.0,0.0,как пользоваться gpt бесплатно (0c/2i/p8.0),0,79,0.0,7.177215189873418,0,15,0.0,9.066666666666666,0.0,,64.0,426.7,0.0,-1.89,improved,both,0,99,0.0,7.414141414141414,0,0,0,99,7.414141414141414,0,26,7.769230769230769,как пользоваться gpt бесплатно,2.0,8.0,https://gptbot.uz/ru/gde-polzovatsya-gpt-besplatno/,False,False,https://gptbot.uz/ru/gde-polzovatsya-gpt-besplatno/,True,ru,Где пользоваться GPT бесплатно: лучшие сервисы | GPTBot,55.0,"Где пользоваться GPT бесплатно: варианты доступа, честные лимиты и риски бесплатных сервисов, безопасный старт в AI-чате GPTBot.uz.",131.0,Где пользоваться GPT бесплатно: варианты и честные ограничения,1.0,7.0,785.0,14.0,3.0,1.0,1.0,"['Organization', 'ProfessionalService']|Person|WebSite|BreadcrumbList|WebPage|Article|FAQPage",True,True,True,True,True,True,2026-07-12,1.0,,,
https://gptbot.uz/uz/blog/instagram-direct-ai-bot-qanday-ishlaydi/,uz,blog,True,200.0,,4-10,instagram_bots,informational,uz,False,4.0,0.0,instagram direct nima (0c/27i/p7.1) | instagramda direct nima (0c/10i/p10.3) | direct nima (0c/1i/p9.0) | direct nima degani (0c/1i/p9.0),0,71,0.0,7.71830985915493,0,32,0.0,8.59375,0.0,,39.0,121.9,0.0,-0.88,improved,both,0,108,0.0,8.49074074074074,0,0,0,108,8.49074074074074,0,8,8.125,instagram direct nima,27.0,7.111111111111111,https://gptbot.uz/uz/blog/instagram-direct-ai-bot-qanday-ishlaydi/,False,False,https://gptbot.uz/uz/blog/instagram-direct-ai-bot-qanday-ishlaydi/,True,uz,Instagram Direct AI-bot: avtomatik javob va lidlar (2026),57.0,"Instagram Direct’da AI-bot qanday ishlaydi: xabarlarga javob, kommentlardan Direct’ga o‘tkazish, kvalifikatsiya va CRM’ga uzatish. O‘zbekiston biznesi uchun.",157.0,Instagram Direct uchun AI-bot qanday ishlaydi va nima uchun kerak,1.0,10.0,593.0,10.0,3.0,2.0,1.0,"['Organization', 'ProfessionalService']|WebSite|Person|BreadcrumbList|Article|FAQPage",True,True,True,True,True,True,2026-08-27,1.0,,,
https://gptbot.uz/uz/blog/target-reklama-nima/,uz,blog,True,200.0,,4-10,digital_marketing,commercial_investigation,uz,False,3.0,0.0,таргет нима (0c/23i/p8.3) | target nima (0c/9i/p7.0) | target reklama (0c/1i/p12.0),0,70,0.0,6.928571428571429,0,0,,,0.0,,70.0,,0.0,,n/a,new,0,70,0.0,6.928571428571429,0,0,0,70,6.928571428571429,0,42,6.928571428571429,таргет нима,23.0,8.26086956521739,https://gptbot.uz/uz/blog/target-reklama-nima/,False,False,https://gptbot.uz/uz/blog/target-reklama-nima/,True,uz,Target reklama nima: O‘zbekistonda qanday ishlaydi,50.0,"Target reklama nima, kontekst reklamadan nimasi bilan farq qiladi: auditoriya, kreativ, byudjet va o‘lchash. O‘zbekiston uchun amaliy cheklovlar va tez-tez uchraydigan xatolar.",176.0,Target reklama nima va u O‘zbekistonda qanday ishlaydi,1.0,8.0,629.0,8.0,6.0,1.0,1.0,"['Organization', 'ProfessionalService']|WebSite|Person|BreadcrumbList|Article|FAQPage",True,True,True,True,True,True,2026-09-01,1.0,,,
https://gptbot.uz/uz/javob/,uz,landing,True,200.0,,4-10,,,,False,,,,0,66,0.0,8.0,0,6,0.0,4.333333333333334,0.0,,60.0,1000.0,0.0,3.67,worsened,both,0,72,0.0,7.694444444444445,0,0,0,72,7.694444444444445,0,27,5.703703703703703,,,,https://gptbot.uz/uz/javob/,False,False,https://gptbot.uz/uz/javob/,True,uz,Telegram ovozli xabariga javob va tahlil — GPTBot Javob,55.0,"Ovozli xabar yuboring: GPTBot transkript, tayyor javob hamda bayonotlar, qarama-qarshiliklar va noaniq va’dalar tahlilini beradi. Audio saqlanmaydi.",148.0,GPTBot Javob — ovozli xabarga javob va mazmun tahlili,1.0,7.0,717.0,12.0,3.0,1.0,1.0,"['Organization', 'ProfessionalService']|Person|WebSite|BreadcrumbList|WebPage|Service|FAQPage",True,True,True,True,False,True,2026-07-17,2.0,,,
https://gptbot.uz/ru/whatsapp-bot-dlya-biznesa/,ru,landing,True,200.0,,21-50,whatsapp_bots,commercial_investigation,ru,False,4.0,0.0,ватсап бот для бизнеса (0c/23i/p36.7) | whatsapp бот для бизнеса (0c/16i/p37.4) | ватсап бот для бизнеса бесплатно (0c/8i/p23.8) | whatsapp чат бот для бизнеса (0c/5i/p38.2),0,65,0.0,29.6,1,23,0.0434782608695652,29.73913043478261,-1.0,-100.0,42.0,182.6,-0.0435,-0.14,stable,both,1,91,0.0109890109890109,28.9010989010989,0,0,1,91,28.9010989010989,0,14,19.571428571428573,ватсап бот для бизнеса,23.0,36.65217391304348,https://gptbot.uz/ru/whatsapp-bot-dlya-biznesa/,False,False,https://gptbot.uz/ru/whatsapp-bot-dlya-biznesa/,True,ru,"WhatsApp-бот для бизнеса в Узбекистане — AI-ответы 24/7, от 1 490 000 сум | GPTBot",82.0,"WhatsApp-бот для бизнеса в Узбекистане: автоответы и AI по базе знаний на русском и узбекском, сбор заявок, передача в CRM. Тарифы от 1 490 000 сум, запуск от 5 дней, ограничения платформы описаны честно.",204.0,WhatsApp-бот для бизнеса в Узбекистане,1.0,18.0,1430.0,23.0,17.0,1.0,1.0,"['Organization', 'ProfessionalService']|Person|WebSite|BreadcrumbList|WebPage|Service|FAQPage",True,True,True,True,False,True,2026-09-03,1.0,,,
https://gptbot.uz/ru/blog/dogovor-na-okazanie-smm-uslug-v-uzbekistane/,ru,blog,True,200.0,,4-10,smm,commercial,ru,False,1.0,0.0,договор на оказание услуг смм (0c/1i/p6.0),0,62,0.0,5.741935483870968,2,7,0.2857142857142857,4.857142857142858,-2.0,-100.0,55.0,785.7,-0.2857,0.88,worsened,both,2,69,0.0289855072463768,5.652173913043479,0,0,2,69,5.652173913043479,0,17,5.882352941176471,договор на оказание услуг смм,1.0,6.0,https://gptbot.uz/ru/blog/dogovor-na-okazanie-smm-uslug-v-uzbekistane/,False,False,https://gptbot.uz/ru/blog/dogovor-na-okazanie-smm-uslug-v-uzbekistane/,True,ru,Договор на оказание SMM-услуг в Узбекистане: что учесть,55.0,"Какие нормы Гражданского кодекса Узбекистана применяются к SMM-договору, чем рискован российский шаблон и какие условия стоит прописать до подписания.",150.0,Договор на оказание SMM-услуг в Узбекистане,1.0,10.0,1974.0,7.0,7.0,1.0,1.0,"['Organization', 'ProfessionalService']|WebSite|Person|BreadcrumbList|Article|FAQPage",True,True,True,True,True,True,2026-08-04,1.0,,,
https://gptbot.uz/ru/blog/ai-bot-uzbekskiy-yazyk-kak-rabotaet/,ru,blog,True,200.0,,11-20,ai_general,informational,ru,False,2.0,0.0,ии на узбекском языке (0c/6i/p11.5) | искусственный интеллект на узбекском языке (0c/1i/p10.0),0,61,0.0,10.311475409836063,0,16,0.0,9.375,0.0,,45.0,281.2,0.0,0.94,worsened,both,0,78,0.0,10.115384615384617,0,0,0,78,10.115384615384617,0,29,6.862068965517241,ии на узбекском языке,6.0,11.5,https://gptbot.uz/ru/blog/ai-bot-uzbekskiy-yazyk-kak-rabotaet/,False,False,https://gptbot.uz/ru/blog/ai-bot-uzbekskiy-yazyk-kak-rabotaet/,True,ru,Как AI-бот понимает узбекский язык и смешанную речь,51.0,"Как AI-бот работает с узбекской латиницей, кириллицей, диалектами и смешанной речью. Практические ограничения и проверка ответов для бизнеса.",141.0,"Как AI-бот понимает узбекский язык: диалекты, смешанная речь и голосовые",1.0,9.0,995.0,8.0,6.0,2.0,1.0,"['Organization', 'ProfessionalService']|WebSite|Person|BreadcrumbList|Article|FAQPage",True,True,True,True,True,True,2026-07-27,1.0,,,
https://gptbot.uz/ru/blog/skolko-stoit-smm-i-vedenie-instagram-uzbekistan/,ru,blog,True,200.0,,4-10,instagram_bots,commercial,ru,False,10.0,0.0,монетизация инстаграм в узбекистане (0c/6i/p6.5) | ведение инстаграм заказать (0c/2i/p20.0) | instachi (0c/1i/p2.0) | instagram chi (0c/1i/p3.0) | smm цена (0c/1i/p14.0),0,56,0.0,7.785714285714286,0,0,,,0.0,,56.0,,0.0,,n/a,new,0,56,0.0,7.785714285714286,0,0,0,56,7.785714285714286,0,25,10.36,монетизация инстаграм в узбекистане,6.0,6.5,https://gptbot.uz/ru/blog/skolko-stoit-smm-i-vedenie-instagram-uzbekistan/,False,False,https://gptbot.uz/ru/blog/skolko-stoit-smm-i-vedenie-instagram-uzbekistan/,True,ru,Сколько стоит SMM и ведение Instagram в Узбекистане: цены 2026,62.0,"Цены на SMM и ведение Instagram в Узбекистане: что входит в работу, сколько стоит контент, комьюнити и таргет. Таблица по форматам и частые ошибки.",147.0,Сколько стоит SMM и ведение Instagram в Узбекистане в 2026 году,1.0,8.0,639.0,8.0,5.0,1.0,1.0,"['Organization', 'ProfessionalService']|WebSite|Person|BreadcrumbList|Article|FAQPage",True,True,True,True,True,True,2026-09-02,1.0,,,
https://gptbot.uz/ru/blog/marketingovye-terminy-slovar/,ru,blog,True,200.0,,21-50,digital_marketing,commercial_investigation,ru,False,17.0,0.0,словарь маркетинговых терминов (0c/7i/p18.6) | маркетинговые слова (0c/6i/p24.7) | основные маркетинговые термины (0c/5i/p27.6) | маркетинговый словарь (0c/4i/p20.2) | маркетинговые термины (0c/2i/p22.0),0,55,0.0,21.163636363636364,0,22,0.0,25.772727272727277,0.0,,33.0,150.0,0.0,-4.61,improved,both,0,77,0.0,22.48051948051948,0,0,0,77,22.48051948051948,0,0,,словарь маркетинговых терминов,7.0,18.571428571428573,https://gptbot.uz/ru/blog/marketingovye-terminy-slovar/,False,False,https://gptbot.uz/ru/blog/marketingovye-terminy-slovar/,True,ru,Словарь маркетинговых терминов: 30 понятий простыми словами,59.0,"Что такое лид, CPA, CPM, CR, ROI, сегментация, воронка, email- и прямой маркетинг, маркетинг-кит и план маркетинга — короткие определения с примерами расчёта.",158.0,Маркетинговые термины простыми словами,1.0,8.0,1628.0,11.0,9.0,1.0,1.0,"['Organization', 'ProfessionalService']|WebSite|Person|BreadcrumbList|Article|FAQPage",True,True,True,True,True,True,2026-08-27,1.0,,,
https://gptbot.uz/ru/blog/seo-audit-sayta-chek-list/,ru,blog,True,200.0,,51+,seo,informational,ru,False,9.0,0.0,аудит сайта чек лист (0c/35i/p67.5) | чек лист аудита сайта (0c/4i/p65.2) | технический аудит сайта чек лист (0c/3i/p82.0) | seo чек лист (0c/2i/p88.5) | аудит сайта пример (0c/2i/p94.0),0,55,0.0,72.52727272727273,0,179,0.0,86.65921787709497,0.0,,-124.0,-69.3,0.0,-14.13,improved,both,0,234,0.0,83.33760683760684,0,0,0,234,83.33760683760684,0,3,85.33333333333333,аудит сайта чек лист,35.0,67.45714285714286,https://gptbot.uz/ru/blog/seo-audit-sayta-chek-list/,False,False,https://gptbot.uz/ru/blog/seo-audit-sayta-chek-list/,True,ru,SEO-аудит сайта: чек-лист технической и контентной проверки,59.0,"Практический SEO-аудит сайта: индексирование, canonical, robots.txt, sitemap, скорость, мета-теги, контент, ссылки и заявки. Чек-лист по приоритетам.",149.0,SEO-аудит сайта: чек-лист для бизнеса,1.0,19.0,1677.0,9.0,14.0,2.0,1.0,"['Organization', 'ProfessionalService']|WebSite|Person|BreadcrumbList|Article|FAQPage",True,True,True,True,True,True,2026-07-28,1.0,,,
https://gptbot.uz/ru/blog/cpa-cpm-cpc-cpl-v-reklame/,ru,blog,True,200.0,,51+,other,unknown,neutral,False,14.0,0.0,cpa cpl (0c/2i/p43.0) | cpa cpl traffic (0c/2i/p92.5) | cpc and cpa (0c/1i/p81.0) | cpc c3 (0c/1i/p77.0) | cpc cpa cpl cpm cpi cps ecpc ecpm cr ctr (0c/1i/p43.0),0,51,0.0,54.80392156862745,0,24,0.0,55.375,0.0,,27.0,112.5,0.0,-0.57,improved,both,0,75,0.0,54.986666666666665,0,0,0,75,54.986666666666665,0,0,,cpa cpl,2.0,43.0,https://gptbot.uz/ru/blog/cpa-cpm-cpc-cpl-v-reklame/,False,False,https://gptbot.uz/ru/blog/cpa-cpm-cpc-cpl-v-reklame/,True,ru,"CPA, CPM, CPC и CPL: модели оплаты рекламы простыми словами",59.0,"Чем отличаются CPM, CPC, CPL, CPA, CPO и CPS, как считать каждую модель, что такое CTR, CR, ROI и ROMI и какую модель выбрать под задачу бизнеса.",145.0,"CPA, CPM, CPC и CPL: за что вы платите в рекламе",1.0,11.0,1291.0,9.0,5.0,1.0,1.0,"['Organization', 'ProfessionalService']|WebSite|Person|BreadcrumbList|Article|FAQPage",True,True,True,True,True,True,2026-08-27,1.0,,,
https://gptbot.uz/ru/avtomatizatsiya-prodazh/,ru,landing,True,200.0,,21-50,leads_automation,commercial_investigation,ru,False,12.0,0.0,автоматизация продаж (0c/7i/p16.9) | автоматизация продаж в мессенджерах (0c/4i/p72.0) | автоматизация продаж ии (0c/4i/p28.8) | автоматизация продажи товаров (0c/4i/p25.0) | chatbot crm (0c/2i/p25.0),0,50,0.0,29.86,0,24,0.0,42.0,0.0,,26.0,108.3,0.0,-12.14,improved,both,0,86,0.0,37.13953488372093,0,3,0,89,37.87640449438202,0,13,18.53846153846154,автоматизация продаж,7.0,16.857142857142858,https://gptbot.uz/ru/avtomatizatsiya-prodazh/,False,False,https://gptbot.uz/ru/avtomatizatsiya-prodazh/,True,ru,Автоматизация продаж с AI — CRM + чат-бот | GPTBot,50.0,"Автоматизация продаж с AI-ботом: ответы в Telegram и Instagram, квалификация лидов и аналитика 24/7. Меньше ручного труда, больше доведённых сделок.",148.0,"Автоматизация продаж: больше сделок, меньше ручного труда",1.0,13.0,642.0,14.0,14.0,1.0,1.0,"['Organization', 'ProfessionalService']|Person|WebSite|BreadcrumbList|WebPage|Service|FAQPage",True,True,True,True,False,True,2026-06-25,1.0,,,
