page,locale,page_type,in_sitemap,http_status,gsc_coverage_state,position_bucket_28d,dominant_topic_28d,dominant_intent_28d,dominant_query_language_28d,language_mismatch_flag,unique_queries_28d,queries_with_clicks_28d,top_queries_28d,current_clicks,current_impressions,current_ctr,current_position,previous_clicks,previous_impressions,previous_ctr,previous_position,clicks_change,clicks_change_pct,impressions_change,impressions_change_pct,ctr_change,position_change,position_direction,status,clicks_90d,impressions_90d,ctr_90d,position_90d,clicks_prev90,impressions_prev90,clicks_all,impressions_all,position_all,clicks_7d,impressions_7d,position_7d,top_query_by_impressions,top_query_impressions,top_query_position,final_url,redirected,noindex,canonical,canonical_self,html_lang,title,title_len,description,description_len,h1,h1_count,h2_count,word_count,internal_link_count,inbound_internal_links,img_count,img_missing_alt,jsonld_types,jsonld_has_faq,jsonld_has_breadcrumb,jsonld_has_org,jsonld_has_service,jsonld_has_article,faq_heading,sitemap_lastmod,telegram_links,gsc_last_crawl,gsc_canonical_matches,gsc_in_sitemap
https://gptbot.uz/uz/blog/ai-chat-nima-va-qanday-turlari-bor/,uz,blog,True,200.0,Submitted and indexed,4-10,other,unknown,neutral,False,1.0,0.0,shu haqda maʼlumot (0c/1i/p1.0),4,95,0.0421052631578947,4.547368421052632,0,27,0.0,5.555555555555555,4.0,,68.0,251.9,0.0421,-1.01,improved,both,4,130,0.0307692307692307,5.961538461538462,0,0,4,130,5.961538461538462,0,32,5.5625,shu haqda maʼlumot,1.0,1.0,https://gptbot.uz/uz/blog/ai-chat-nima-va-qanday-turlari-bor/,False,False,https://gptbot.uz/uz/blog/ai-chat-nima-va-qanday-turlari-bor/,True,uz,"AI-chat nima: turlari, vazifalari va tanlash mezonlari",54.0,"AI-chat qanday ishlaydi, uning asosiy turlari nimasi bilan farq qiladi va O‘zbekistondagi biznes uchun mos variantni qanday tanlash kerak.",138.0,AI-chat nima va qanday turlari bor,1.0,9.0,650.0,9.0,4.0,2.0,1.0,"['Organization', 'ProfessionalService']|WebSite|Person|BreadcrumbList|Article|FAQPage",True,True,True,True,True,True,2026-07-27,1.0,2026-09-09T19:23:35Z,True,[]
https://gptbot.uz/ru/blog/chat-s-ii-gde-poobshchatsya-s-iskusstvennym-intellektom/,ru,blog,True,200.0,,11-20,ai_general,informational,ru,False,28.0,1.0,как поговорить с ии (1c/2i/p14.5) | пообщаться с ии (0c/5i/p7.4) | как пообщаться с искусственным интеллектом (0c/4i/p14.5) | какие есть чаты ии (0c/3i/p97.7) | общение с ии (0c/3i/p62.7),3,155,0.0193548387096774,19.01935483870968,1,39,0.0256410256410256,10.17948717948718,2.0,200.0,116.0,297.4,-0.0063,8.84,worsened,both,4,208,0.0192307692307692,18.072115384615383,0,0,4,208,18.072115384615383,2,42,18.02380952380953,пообщаться с ии,5.0,7.4,https://gptbot.uz/ru/blog/chat-s-ii-gde-poobshchatsya-s-iskusstvennym-intellektom/,False,False,https://gptbot.uz/ru/blog/chat-s-ii-gde-poobshchatsya-s-iskusstvennym-intellektom/,True,ru,Чат с ИИ: где пообщаться с искусственным интеллектом,52.0,"Где пообщаться с ИИ на русском: обзор чатов с искусственным интеллектом, доступных в Узбекистане, — от ChatGPT до Telegram-ботов, и что выбрать под свою задачу.",160.0,Чат с ИИ: где пообщаться с искусственным интеллектом,1.0,7.0,581.0,6.0,3.0,2.0,1.0,"['Organization', 'ProfessionalService']|WebSite|Person|BreadcrumbList|Article|FAQPage",True,True,True,True,True,True,2026-07-27,1.0,,,
https://gptbot.uz/ru/,ru,home,True,200.0,Submitted and indexed,11-20,other,unknown,neutral,False,22.0,0.0,gptbot (0c/6i/p2.7) | ai11179 (0c/3i/p3.3) | ai67014 (0c/3i/p6.7) | ai67024 (0c/3i/p7.7) | создание телеграм ботов узбекистан (0c/3i/p58.3),3,134,0.0223880597014925,12.223880597014926,1,24,0.0416666666666666,14.208333333333334,2.0,200.0,110.0,458.3,-0.0193,-1.98,improved,both,4,176,0.0227272727272727,11.909090909090908,0,0,4,176,11.909090909090908,1,45,9.22222222222222,gptbot,6.0,2.666666666666667,https://gptbot.uz/ru/,False,False,https://gptbot.uz/ru/,True,ru,AI-боты для бизнеса в Узбекистане | GPTBot.uz,45.0,"AI-боты для бизнеса в Узбекистане: Telegram, Instagram Direct и WhatsApp. Отвечаем клиентам 24/7 на русском и узбекском, собираем заявки и передаём менеджеру.",158.0,AI-боты для бизнеса в Узбекистане,1.0,9.0,1001.0,48.0,36.0,1.0,1.0,"['Organization', 'ProfessionalService']|Person|WebSite|BreadcrumbList|WebPage|FAQPage",True,True,True,True,False,True,2026-07-01,1.0,2026-09-09T05:06:13Z,True,[]
https://gptbot.uz/ru/blog/gpt-chat-bot-na-russkom-i-uzbekskom-kak-rabotaet/,ru,blog,True,200.0,,4-10,chatgpt_online,transactional,ru,False,2.0,0.0,чат гпт на узбекском (0c/19i/p7.3) | chatgpt на узбекском (0c/1i/p7.0),3,98,0.0306122448979591,6.775510204081633,1,43,0.0232558139534883,6.465116279069767,2.0,200.0,55.0,127.9,0.0074,0.31,stable,both,5,153,0.0326797385620915,7.529411764705882,0,0,5,153,7.529411764705882,2,44,7.204545454545454,чат гпт на узбекском,19.0,7.315789473684211,https://gptbot.uz/ru/blog/gpt-chat-bot-na-russkom-i-uzbekskom-kak-rabotaet/,False,False,https://gptbot.uz/ru/blog/gpt-chat-bot-na-russkom-i-uzbekskom-kak-rabotaet/,True,ru,GPT чат-бот на русском и узбекском: как работает,48.0,"GPT чат-бот простыми словами: как языковая модель отвечает клиентам на русском и узбекском, чем GPT-бот отличается от кнопочного и как его запустить в бизнесе.",159.0,GPT чат-бот на русском и узбекском: как работает,1.0,8.0,569.0,6.0,3.0,2.0,1.0,"['Organization', 'ProfessionalService']|WebSite|Person|BreadcrumbList|Article|FAQPage",True,True,True,True,True,True,2026-07-27,1.0,,,
https://gptbot.uz/ru/ai-bot-dlya-salona-krasoty/,ru,landing,True,200.0,,11-20,,,,False,,,,3,40,0.075,19.075,1,21,0.0476190476190476,40.42857142857143,2.0,200.0,19.0,90.5,0.0274,-21.35,improved,both,4,85,0.0470588235294117,25.24705882352941,0,6,4,91,25.12087912087912,1,14,11.857142857142858,,,,https://gptbot.uz/ru/ai-bot-dlya-salona-krasoty/,False,False,https://gptbot.uz/ru/ai-bot-dlya-salona-krasoty/,True,ru,AI-бот для салона красоты — заказать запись 24/7 | GPTBot,57.0,"AI-бот для салона красоты в Direct и Telegram записывает клиентов на услуги 24/7, напоминает о визите и разгружает администратора.",130.0,AI-бот для салона красоты: виртуальный администратор,1.0,14.0,835.0,17.0,11.0,1.0,1.0,"['Organization', 'ProfessionalService']|Person|WebSite|BreadcrumbList|WebPage|Service|FAQPage",True,True,True,True,False,True,2026-09-04,1.0,,,
https://gptbot.uz/boss-digital/,root,root_page,True,200.0,Submitted and indexed,21-50,chatbot_dev,commercial,ru,False,3.0,0.0,разработка чат ботов ташкент (0c/3i/p90.7) | чат бот на заказ ташкент (0c/3i/p93.7) | boss digital (0c/1i/p5.0),3,26,0.1153846153846153,33.19230769230769,0,10,0.0,36.3,3.0,,16.0,160.0,0.1154,-3.11,improved,both,3,44,0.0681818181818181,29.363636363636363,0,0,3,44,29.363636363636363,1,9,52.22222222222222,разработка чат ботов ташкент,3.0,90.66666666666669,https://gptbot.uz/boss-digital/,False,False,https://gptbot.uz/boss-digital/,True,ru,Digital-агентство в Ташкенте | Boss Digital,43.0,"Boss Digital создаёт сайты, AI- и Telegram-ботов и CRM-интеграции для бизнеса в Узбекистане. GPTBot.uz — AI-направление агентства.",130.0,Boss Digital — digital-агентство и AI-автоматизация бизнеса в Ташкенте,1.0,11.0,1021.0,17.0,4.0,1.0,1.0,"['Organization', 'ProfessionalService']|Person|BreadcrumbList|WebPage|FAQPage|['ProfessionalService', 'Organization']",True,True,True,True,False,True,2026-07-02,1.0,2026-08-31T02:16:06Z,True,"['sitemap-priority.xml', 'sitemap.xml']"
https://gptbot.uz/ru/ai-menedzher-dlya-instagram/,ru,landing,True,200.0,,21-50,instagram_bots,commercial_investigation,ru,False,2.0,0.0,автоматизация ответов в инстаграм ии (0c/4i/p78.0) | обработка входящих заявок в инстаграм (0c/1i/p40.0),3,21,0.1428571428571428,22.857142857142858,0,10,0.0,29.8,3.0,,11.0,110.0,0.1429,-6.94,improved,both,3,36,0.0833333333333333,25.27777777777778,0,3,3,39,23.846153846153847,2,8,4.125,автоматизация ответов в инстаграм ии,4.0,78.0,https://gptbot.uz/ru/ai-menedzher-dlya-instagram/,False,False,https://gptbot.uz/ru/ai-menedzher-dlya-instagram/,True,ru,"AI-менеджер для Instagram в Узбекистане — ответы в Direct 24/7, от 1 190 000 сум | GPTBot",89.0,"AI-менеджер для Instagram: отвечает в Direct, комментариях и stories на русском и узбекском, квалифицирует клиентов и передаёт горячие заявки в Telegram или CRM. Тарифы от 1 190 000 сум, запуск от 5 дней.",204.0,AI-менеджер для Instagram: виртуальный помощник,1.0,14.0,824.0,18.0,17.0,1.0,1.0,"['Organization', 'ProfessionalService']|Person|WebSite|BreadcrumbList|WebPage|Service|FAQPage",True,True,True,True,False,True,2026-09-03,1.0,,,
https://gptbot.uz/ru/blog/chat-gpt-na-russkom/,ru,blog,True,200.0,Submitted and indexed,4-10,chatgpt_online,transactional,ru,False,14.0,0.0,al chat что это (0c/3i/p10.7) | искусственный интеллект онлайн чат (0c/2i/p12.0) | как объяснить чату gpt (0c/2i/p6.0) | как перевести чат gpt на русский (0c/2i/p4.5) | gpt chat на русском языке (0c/1i/p67.0),2,246,0.008130081300813,9.32520325203252,0,39,0.0,33.05128205128205,2.0,,207.0,530.8,0.0081,-23.73,improved,both,2,293,0.0068259385665529,12.337883959044367,0,0,2,293,12.337883959044367,2,87,8.609195402298852,al chat что это,3.0,10.666666666666666,https://gptbot.uz/ru/blog/chat-gpt-na-russkom/,False,False,https://gptbot.uz/ru/blog/chat-gpt-na-russkom/,True,ru,Как пользоваться AI-чатом на русском: инструкция с примерами,60.0,"Пошагово: как ставить задачу AI-чату на русском, писать понятные запросы, проверять ответы и готовить тексты, планы и идеи. Разбор с примерами промптов.",152.0,Как пользоваться AI-чатом на русском: пошаговая инструкция,1.0,17.0,2659.0,11.0,11.0,2.0,1.0,"['Organization', 'ProfessionalService']|WebSite|Person|BreadcrumbList|Article|FAQPage",True,True,True,True,True,True,2026-08-25,1.0,2026-08-20T12:03:31Z,True,['sitemap.xml']
https://gptbot.uz/uz/blog/chatgpt-claude-gemini-ozbekistonda/,uz,blog,True,200.0,,4-10,,,,False,,,,2,108,0.0185185185185185,4.712962962962963,0,35,0.0,5.542857142857143,2.0,,73.0,208.6,0.0185,-0.83,improved,both,2,143,0.0139860139860139,4.916083916083917,0,0,2,143,4.916083916083917,0,33,4.96969696969697,,,,https://gptbot.uz/uz/blog/chatgpt-claude-gemini-ozbekistonda/,False,False,https://gptbot.uz/uz/blog/chatgpt-claude-gemini-ozbekistonda/,True,uz,"ChatGPT, Claude yoki Gemini: O‘zbekistonda qaysi biri?",54.0,"ChatGPT, Claude va Gemini’ni O‘zbekiston foydalanuvchisi uchun taqqoslaymiz: rasmiy mavjudlik, o‘zbek tili, qurilmalar, vazifalar va maxfiylik.",143.0,"ChatGPT, Claude va Gemini: O‘zbekistonda qaysi AI chatni tanlash kerak?",1.0,10.0,891.0,8.0,9.0,2.0,1.0,"['Organization', 'ProfessionalService']|WebSite|Person|BreadcrumbList|Article|FAQPage",True,True,True,True,True,True,2026-07-30,1.0,,,
https://gptbot.uz/ru/blog/priem-oplaty-payme-click-v-telegram-bote/,ru,blog,True,200.0,,4-10,telegram_bots,commercial_investigation,en,False,6.0,0.0,click telegram bot (0c/11i/p8.2) | payme telegram bot (0c/11i/p9.0) | payme click (0c/4i/p9.5) | click bot telegram (0c/3i/p9.0) | payme telegram (0c/2i/p10.0),2,107,0.0186915887850467,6.757009345794392,3,45,0.0666666666666666,8.066666666666666,-1.0,-33.3,62.0,137.8,-0.048,-1.31,improved,both,6,170,0.0352941176470588,7.611764705882352,0,0,6,170,7.611764705882352,0,32,5.8125,click telegram bot,11.0,8.181818181818182,https://gptbot.uz/ru/blog/priem-oplaty-payme-click-v-telegram-bote/,False,False,https://gptbot.uz/ru/blog/priem-oplaty-payme-click-v-telegram-bote/,True,ru,Оплата Payme и Click в Telegram-боте: схема подключения,55.0,"Как организовать оплату Payme и Click через Telegram-бота: роли провайдера и бота, статусы заказа, чеки, безопасность и подготовка к запуску.",141.0,Как принимать оплату Payme и Click прямо в Telegram-боте,1.0,11.0,940.0,8.0,10.0,2.0,1.0,"['Organization', 'ProfessionalService']|WebSite|Person|BreadcrumbList|Article|FAQPage",True,True,True,True,True,True,2026-07-27,2.0,,,
