url,in_sitemap,sitemap_lastmod,status,final_url,redirected,noindex,meta_robots,x_robots_tag,canonical,canonical_self,canonical_count,html_lang,title,title_len,description,description_len,h1,h1_count,h2_count,h3_count,word_count,internal_link_count,external_link_count,telegram_links,img_count,img_missing_alt,jsonld_types,jsonld_has_faq,jsonld_has_breadcrumb,jsonld_has_org,jsonld_has_localbusiness,jsonld_has_service,jsonld_has_article,faq_heading,og_title,og_image,twitter_card,hreflang,html_bytes
https://gptbot.uz/ru/ai-bot-dlya-magazina/,True,2026-09-04,200,https://gptbot.uz/ru/ai-bot-dlya-magazina/,False,False,"index, follow, max-image-preview:large",,https://gptbot.uz/ru/ai-bot-dlya-magazina/,True,1,ru,AI-бот для интернет-магазина — продажи 24/7 | GPTBot,52,"AI-бот для интернет-магазина в Telegram и Instagram показывает товары, отвечает на вопросы о наличии и доставке, оформляет заказы и поднимает конверсию.",152,AI-бот для интернет-магазина: виртуальный консультант,1,14,9,868,19,2,1,1,1,"[""['Organization', 'ProfessionalService']"", ""Person"", ""WebSite"", ""BreadcrumbList"", ""WebPage"", ""Service"", ""FAQPage""]",True,True,True,True,True,False,True,AI-бот для интернет-магазина — продажи 24/7 | GPTBot,https://gptbot.uz/assets/landing/og.jpg,summary_large_image,"{""ru"": ""https://gptbot.uz/ru/ai-bot-dlya-magazina/"", ""uz"": ""https://gptbot.uz/uz/dokon-uchun-ai-bot/"", ""x-default"": ""https://gptbot.uz/ru/ai-bot-dlya-magazina/""}",68063
https://gptbot.uz/ru/ai-bot-dlya-nishi/,True,2026-06-25,200,https://gptbot.uz/ru/ai-bot-dlya-nishi/,False,False,"index, follow, max-image-preview:large",,https://gptbot.uz/ru/ai-bot-dlya-nishi/,True,1,ru,"AI-бот для ниши — клиника, салон, магазин, HoReCa 2026",54,"Какой AI-бот нужен вашей нише: клинике, салону, магазину, HoReCa, учебному центру или агентству недвижимости. Сценарии под каждую сферу и быстрый запуск.",153,"AI-бот для вашей ниши: клиника, салон, магазин, HoReCa",1,7,6,774,16,2,1,1,1,"[""['Organization', 'ProfessionalService']"", ""Person"", ""WebSite"", ""BreadcrumbList"", ""WebPage"", ""Service"", ""FAQPage""]",True,True,True,True,True,False,True,"AI-бот для вашей ниши — клиника, салон, магазин, HoReCa | GPTBot",https://gptbot.uz/assets/landing/og.jpg,summary_large_image,{},58101
https://gptbot.uz/ru/ai-bot-dlya-salona-krasoty/,True,2026-09-04,200,https://gptbot.uz/ru/ai-bot-dlya-salona-krasoty/,False,False,"index, follow, max-image-preview:large",,https://gptbot.uz/ru/ai-bot-dlya-salona-krasoty/,True,1,ru,AI-бот для салона красоты — заказать запись 24/7 | GPTBot,57,"AI-бот для салона красоты в Direct и Telegram записывает клиентов на услуги 24/7, напоминает о визите и разгружает администратора.",130,AI-бот для салона красоты: виртуальный администратор,1,14,9,835,17,2,1,1,1,"[""['Organization', 'ProfessionalService']"", ""Person"", ""WebSite"", ""BreadcrumbList"", ""WebPage"", ""Service"", ""FAQPage""]",True,True,True,True,True,False,True,AI-бот для салона красоты — запись 24/7 | GPTBot,https://gptbot.uz/assets/landing/og.jpg,summary_large_image,"{""ru"": ""https://gptbot.uz/ru/ai-bot-dlya-salona-krasoty/"", ""uz"": ""https://gptbot.uz/uz/salon-uchun-ai-bot/"", ""x-default"": ""https://gptbot.uz/ru/ai-bot-dlya-salona-krasoty/""}",65525
https://gptbot.uz/ru/ai-bot-dlya-sayta/,True,2026-06-25,200,https://gptbot.uz/ru/ai-bot-dlya-sayta/,False,False,"index, follow, max-image-preview:large",,https://gptbot.uz/ru/ai-bot-dlya-sayta/,True,1,ru,AI-бот для сайта — виджет-консультант и заявки 24/7 2026,56,"AI-бот для сайта: виджет отвечает посетителям, консультирует по товарам и услугам, собирает заявки и передаёт их в Telegram или CRM 24/7.",137,AI-бот для сайта: онлайн-консультант и приём заявок,1,8,6,731,19,2,1,1,1,"[""['Organization', 'ProfessionalService']"", ""Person"", ""WebSite"", ""BreadcrumbList"", ""WebPage"", ""Service"", ""FAQPage""]",True,True,True,True,True,False,True,AI-бот для сайта — виджет-консультант и заявки 24/7 | GPTBot,https://gptbot.uz/assets/landing/og.jpg,summary_large_image,"{""ru"": ""https://gptbot.uz/ru/ai-bot-dlya-sayta/"", ""uz"": ""https://gptbot.uz/uz/sayt-uchun-ai-bot/"", ""x-default"": ""https://gptbot.uz/ru/ai-bot-dlya-sayta/""}",55485
https://gptbot.uz/ru/ai-bot-dlya-uchebnogo-tsentra/,True,2026-09-03,200,https://gptbot.uz/ru/ai-bot-dlya-uchebnogo-tsentra/,False,False,"index, follow, max-image-preview:large",,https://gptbot.uz/ru/ai-bot-dlya-uchebnogo-tsentra/,True,1,ru,"AI-бот для учебного центра в Ташкенте — запись на курсы 24/7, от 1 990 000 сум | GPTBot",87,"AI-бот для учебного центра: отвечает абитуриентам о курсах, ценах и расписании на русском и узбекском, записывает на пробный урок и передаёт заявку менеджеру. Тарифы от 1 990 000 сум, запуск от 7 дней.",201,AI-бот для учебного центра: виртуальный тьютор,1,14,9,883,18,2,1,1,1,"[""['Organization', 'ProfessionalService']"", ""Person"", ""WebSite"", ""BreadcrumbList"", ""WebPage"", ""Service"", ""FAQPage""]",True,True,True,True,True,False,True,"AI-бот для учебного центра в Ташкенте — запись на курсы 24/7, от 1 990 000 сум | GPTBot",https://gptbot.uz/assets/landing/og.jpg,summary_large_image,"{""ru"": ""https://gptbot.uz/ru/ai-bot-dlya-uchebnogo-tsentra/"", ""uz"": ""https://gptbot.uz/uz/oquv-markazi-uchun-ai-bot/"", ""x-default"": ""https://gptbot.uz/ru/ai-bot-dlya-uchebnogo-tsentra/""}",69497
https://gptbot.uz/ru/ai-bot-dlya-yurista/,True,2026-09-04,200,https://gptbot.uz/ru/ai-bot-dlya-yurista/,False,False,"index, follow, max-image-preview:large",,https://gptbot.uz/ru/ai-bot-dlya-yurista/,True,1,ru,AI-бот для юриста — заявки и консультации 24/7 2026 | GPTBot,60,"AI-бот для юриста и юридической компании: квалифицирует обращение, отвечает на типовые вопросы, записывает на консультацию и собирает заявки 24/7.",146,AI-бот для юриста и юридической компании,1,7,7,747,17,2,1,1,1,"[""['Organization', 'ProfessionalService']"", ""Person"", ""WebSite"", ""BreadcrumbList"", ""WebPage"", ""Service"", ""FAQPage""]",True,True,True,True,True,False,True,AI-бот для юриста и юридической компании 24/7 | GPTBot,https://gptbot.uz/assets/landing/og.jpg,summary_large_image,"{""ru"": ""https://gptbot.uz/ru/ai-bot-dlya-yurista/"", ""uz"": ""https://gptbot.uz/uz/yurist-uchun-ai-bot/"", ""x-default"": ""https://gptbot.uz/ru/ai-bot-dlya-yurista/""}",57192
https://gptbot.uz/ru/ai-bot-ili-menedzher/,True,2026-06-25,200,https://gptbot.uz/ru/ai-bot-ili-menedzher/,False,False,"index, follow, max-image-preview:large",,https://gptbot.uz/ru/ai-bot-ili-menedzher/,True,1,ru,AI-бот или менеджер — что выгоднее для бизнеса 2026 | GPTBot,60,"AI-бот или менеджер: сравнение по скорости, стоимости, нагрузке и работе 24/7. Где сильнее бот, где нужен человек и почему связка бот плюс менеджер работает.",157,AI-бот или менеджер: что выбрать для обработки заявок,1,7,6,697,17,2,1,1,1,"[""['Organization', 'ProfessionalService']"", ""Person"", ""WebSite"", ""BreadcrumbList"", ""WebPage"", ""Service"", ""FAQPage""]",True,True,True,True,True,False,True,AI-бот или менеджер — что выгоднее для бизнеса | GPTBot,https://gptbot.uz/assets/landing/og.jpg,summary_large_image,"{""ru"": ""https://gptbot.uz/ru/ai-bot-ili-menedzher/"", ""uz"": ""https://gptbot.uz/uz/ai-bot-yoki-menejer/"", ""x-default"": ""https://gptbot.uz/ru/ai-bot-ili-menedzher/""}",54909
https://gptbot.uz/ru/ai-bot-s-crm-amocrm-bitrix24/,True,2026-08-31,200,https://gptbot.uz/ru/ai-bot-s-crm-amocrm-bitrix24/,False,False,"index, follow, max-image-preview:large",,https://gptbot.uz/ru/ai-bot-s-crm-amocrm-bitrix24/,True,1,ru,AI-бот с AmoCRM и Bitrix24: передача лидов | GPTBot,51,"AI-бот собирает согласованные данные в мессенджере и передаёт лид в AmoCRM или Bitrix24. Scope включает поля, дедупликацию, повторы, мониторинг и восстановление.",161,AI-бот с интеграцией AmoCRM и Bitrix24,1,16,8,1488,22,2,1,1,1,"[""['Organization', 'ProfessionalService']"", ""Person"", ""WebSite"", ""BreadcrumbList"", ""WebPage"", ""Service"", ""FAQPage""]",True,True,True,True,True,False,True,AI-бот с AmoCRM и Bitrix24: контролируемая передача лидов,https://gptbot.uz/assets/landing/og.jpg,summary_large_image,"{""ru"": ""https://gptbot.uz/ru/ai-bot-s-crm-amocrm-bitrix24/"", ""uz"": ""https://gptbot.uz/uz/amocrm-bitrix24-bilan-ai-bot/"", ""x-default"": ""https://gptbot.uz/ru/ai-bot-s-crm-amocrm-bitrix24/""}",91217
https://gptbot.uz/ru/ai-chat-dlya-sayta-polzovatel-zayavki/,True,2026-07-12,200,https://gptbot.uz/ru/ai-chat-dlya-sayta-polzovatel-zayavki/,False,False,"index, follow, max-image-preview:large",,https://gptbot.uz/ru/ai-chat-dlya-sayta-polzovatel-zayavki/,True,1,ru,AI-чат для сайта: превращайте диалоги в заявки | GPTBot,55,"Как AI-чат на сайте отвечает посетителю, квалифицирует запрос, собирает контакт и передаёт заявку менеджеру или в CRM без потери контекста.",139,AI-чат для сайта: путь пользователя от вопроса до заявки,1,9,10,1008,15,2,1,1,1,"[""['Organization', 'ProfessionalService']"", ""Person"", ""WebSite"", ""BreadcrumbList"", ""WebPage"", ""Article"", ""FAQPage""]",True,True,True,True,True,True,True,AI-чат для сайта: от первого вопроса до заявки,https://gptbot.uz/assets/landing/og.jpg,summary_large_image,{},61388
https://gptbot.uz/ru/ai-chat-dlya-sayta/,True,2026-07-11,200,https://gptbot.uz/ru/ai-chat-dlya-sayta/,False,False,"index, follow, max-image-preview:large",,https://gptbot.uz/ru/ai-chat-dlya-sayta/,True,1,ru,AI-чат для сайта: умный онлайн-консультант | GPTBot.uz,54,"Встроенный AI-чат для сайта: отвечает посетителям 24/7, собирает заявки и передаёт лиды менеджеру или в CRM. Внедрение под ключ, GPTBot.uz.",139,AI-чат для сайта,1,5,4,372,17,2,1,1,1,"[""['Organization', 'ProfessionalService']"", ""Person"", ""WebSite"", ""BreadcrumbList"", ""WebPage"", ""Service"", ""FAQPage""]",True,True,True,True,True,False,True,"AI-чат для сайта — онлайн-консультант, заявки и CRM | GPTBot.uz",https://gptbot.uz/assets/landing/og.jpg,summary_large_image,{},47232
https://gptbot.uz/ru/ai-menedzher-dlya-instagram/,True,2026-09-03,200,https://gptbot.uz/ru/ai-menedzher-dlya-instagram/,False,False,"index, follow, max-image-preview:large",,https://gptbot.uz/ru/ai-menedzher-dlya-instagram/,True,1,ru,"AI-менеджер для Instagram в Узбекистане — ответы в Direct 24/7, от 1 190 000 сум | GPTBot",89,"AI-менеджер для Instagram: отвечает в Direct, комментариях и stories на русском и узбекском, квалифицирует клиентов и передаёт горячие заявки в Telegram или CRM. Тарифы от 1 190 000 сум, запуск от 5 дней.",204,AI-менеджер для Instagram: виртуальный помощник,1,14,9,824,18,2,1,1,1,"[""['Organization', 'ProfessionalService']"", ""Person"", ""WebSite"", ""BreadcrumbList"", ""WebPage"", ""Service"", ""FAQPage""]",True,True,True,True,True,False,True,"AI-менеджер для Instagram в Узбекистане — ответы в Direct 24/7, от 1 190 000 сум | GPTBot",https://gptbot.uz/assets/landing/og.jpg,summary_large_image,"{""ru"": ""https://gptbot.uz/ru/ai-menedzher-dlya-instagram/"", ""uz"": ""https://gptbot.uz/uz/instagram-uchun-ai-menejer/"", ""x-default"": ""https://gptbot.uz/ru/ai-menedzher-dlya-instagram/""}",66979
https://gptbot.uz/ru/ai-prodavec/,True,2026-06-25,200,https://gptbot.uz/ru/ai-prodavec/,False,False,"index, follow, max-image-preview:large",,https://gptbot.uz/ru/ai-prodavec/,True,1,ru,AI-продавец — GPT-консультант для продаж | GPTBot,49,"AI-продавец отвечает клиентам в Telegram и Instagram 24/7, ведёт диалог, выявляет потребность, записывает на встречу и передаёт горячую заявку в отдел продаж.",158,AI-продавец: виртуальный консультант,1,13,8,672,17,2,1,1,1,"[""['Organization', 'ProfessionalService']"", ""Person"", ""WebSite"", ""BreadcrumbList"", ""WebPage"", ""Service"", ""FAQPage""]",True,True,True,True,True,False,True,AI-продавец — GPT-консультант для продаж | GPTBot,https://gptbot.uz/assets/landing/og.jpg,summary_large_image,"{""ru"": ""https://gptbot.uz/ru/ai-prodavec/"", ""uz"": ""https://gptbot.uz/uz/ai-sotuvchi/"", ""x-default"": ""https://gptbot.uz/ru/ai-prodavec/""}",63168
https://gptbot.uz/ru/avtomatizatsiya-prodazh/,True,2026-06-25,200,https://gptbot.uz/ru/avtomatizatsiya-prodazh/,False,False,"index, follow, max-image-preview:large",,https://gptbot.uz/ru/avtomatizatsiya-prodazh/,True,1,ru,Автоматизация продаж с AI — CRM + чат-бот | GPTBot,50,"Автоматизация продаж с AI-ботом: ответы в Telegram и Instagram, квалификация лидов и аналитика 24/7. Меньше ручного труда, больше доведённых сделок.",148,"Автоматизация продаж: больше сделок, меньше ручного труда",1,13,8,642,14,2,1,1,1,"[""['Organization', 'ProfessionalService']"", ""Person"", ""WebSite"", ""BreadcrumbList"", ""WebPage"", ""Service"", ""FAQPage""]",True,True,True,True,True,False,True,Автоматизация продаж с AI — CRM + чат-бот | GPTBot,https://gptbot.uz/assets/landing/og.jpg,summary_large_image,"{""ru"": ""https://gptbot.uz/ru/avtomatizatsiya-prodazh/"", ""uz"": ""https://gptbot.uz/uz/savdoni-avtomatlashtirish/"", ""x-default"": ""https://gptbot.uz/ru/avtomatizatsiya-prodazh/""}",59988
https://gptbot.uz/ru/avtomatizatsiya-zayavok/,True,2026-06-25,200,https://gptbot.uz/ru/avtomatizatsiya-zayavok/,False,False,"index, follow, max-image-preview:large",,https://gptbot.uz/ru/avtomatizatsiya-zayavok/,True,1,ru,Автоматизация заявок с AI — Telegram и Instagram 24/7,53,"Автоматизация заявок с AI: бот отвечает на запросы клиентов в Telegram и Instagram 24/7, собирает имя и телефон, передаёт горячие лиды менеджеру или в CRM.",155,Автоматизация заявок: не теряйте клиентов,1,13,8,737,19,2,1,1,1,"[""['Organization', 'ProfessionalService']"", ""Person"", ""WebSite"", ""BreadcrumbList"", ""WebPage"", ""Service"", ""FAQPage""]",True,True,True,True,True,False,True,Автоматизация заявок с AI — Telegram и Instagram 24/7,https://gptbot.uz/assets/landing/og.jpg,summary_large_image,"{""ru"": ""https://gptbot.uz/ru/avtomatizatsiya-zayavok/"", ""uz"": ""https://gptbot.uz/uz/arizalarni-avtomatlashtirish/"", ""x-default"": ""https://gptbot.uz/ru/avtomatizatsiya-zayavok/""}",64050
https://gptbot.uz/ru/avtor-boris-gerasimov/,True,2026-07-30,200,https://gptbot.uz/ru/avtor-boris-gerasimov/,False,False,"index, follow, max-image-preview:large",,https://gptbot.uz/ru/avtor-boris-gerasimov/,True,1,ru,Борис Герасимов — автор и редактор GPTBot.uz,44,"Профиль Бориса Герасимова: роль в GPTBot.uz, темы экспертизы, методика подготовки и проверки статей об AI, Telegram-ботах и digital-маркетинге.",143,Борис Герасимов — основатель и редактор GPTBot.uz,1,8,3,490,13,2,1,1,1,"[""['Organization', 'ProfessionalService']"", ""Person"", ""WebSite"", ""BreadcrumbList"", ""WebPage"", ""FAQPage"", ""ProfilePage""]",True,True,True,True,True,False,True,Борис Герасимов — основатель и редактор GPTBot.uz,https://gptbot.uz/assets/landing/og.jpg,summary_large_image,"{""ru"": ""https://gptbot.uz/ru/avtor-boris-gerasimov/"", ""uz"": ""https://gptbot.uz/uz/muallif-boris-gerasimov/"", ""x-default"": ""https://gptbot.uz/ru/avtor-boris-gerasimov/""}",46317
https://gptbot.uz/ru/blog/,True,2026-09-13,200,https://gptbot.uz/ru/blog/,False,False,"index, follow, max-image-preview:large",,https://gptbot.uz/ru/blog/,True,1,ru,Блог GPTBot — AI-боты и автоматизация заявок | GPTBot,53,"Статьи о AI-ботах, GPT-консультантах, автоматизации заявок и продаж в Telegram и Instagram. Подходит малому и среднему бизнесу в Узбекистане.",141,Блог GPTBot,1,40,0,3681,115,2,1,1,1,"[""['Organization', 'ProfessionalService']"", ""WebSite"", ""BreadcrumbList"", ""CollectionPage""]",False,True,True,True,True,False,False,Блог GPTBot — AI-боты и автоматизация заявок,https://gptbot.uz/assets/landing/og.jpg,summary_large_image,"{""ru"": ""https://gptbot.uz/ru/blog/"", ""uz"": ""https://gptbot.uz/uz/blog/"", ""x-default"": ""https://gptbot.uz/ru/blog/""}",150705
